POA_CODE_2016,Equal Weighted Score,Disabled Score,Indigenous Score,Senior's Score,Youth Score,Number of people under Median income,Number of Households with more than 3 people,Number of households with 1 or less cars,Number of people aged 14 and old with a disability,Number of people aged 55+,Number Of Immigrants arrived since 2011,Number of 15-24 Year Olds,Number of people who travel to work ONLY by Taxi,Total Indigenous Population,Single Parent Families with Children under 15,Total Population
4122,0.25110602,0.19901083,0.25122659,0.19650422,0.35768244,0.25640251,0.69363883,0.32166109,0.14161916,0.31083466,0.14587229,0.15902734,0.08217377,0.01606724,0.20317974,0.41077551
4123,0.21670102,0.17060327,0.16864552,0.18939683,0.33815845,0.25148721,0.74164458,0.23430754,0.08971932,0.30428499,0.08496926,0.12519445,0.07450868,0.01558467,0.20810124,0.17320268
4124,0.21069425,0.21665311,0.16071813,0.13560611,0.32979964,0.28202521,0.75017156,0.14437419,0.15128101,0.27121222,0.04510641,0.14262758,0.00000000,0.03220638,0.29063343,0.18426674
4125,0.24804634,0.26137637,0.16284428,0.22838277,0.33958194,0.34717166,0.65997795,0.21373791,0.17558107,0.45676554,0.02233268,0.13744023,0.00000000,0.02358666,0.16377829,0.06688089
4127,0.24770073,0.22539624,0.21630945,0.19885928,0.35023796,0.30996663,0.67648021,0.27608882,0.14082584,0.32136698,0.10628926,0.13841617,0.07635157,0.03213806,0.33409341,0.24704427
4128,0.20454887,0.15561765,0.14260832,0.20097519,0.31899432,0.21726948,0.73416485,0.18174036,0.09396583,0.31206063,0.05486894,0.14280257,0.08988974,0.01681701,0.20464872,0.15460643
4129,0.19429967,0.18659765,0.12756540,0.13105622,0.33197939,0.25848802,0.76219657,0.16753927,0.11470728,0.26211245,0.04973822,0.13969368,0.00000000,0.02521350,0.28617325,0.05902082
4130,0.18863321,0.15775902,0.11356565,0.17679079,0.30641736,0.20264885,0.72835355,0.15196679,0.11286920,0.35358159,0.03180184,0.14270027,0.00000000,0.01974402,0.17297181,0.07990294
4131,0.24643084,0.25216735,0.19140180,0.17300147,0.36915276,0.35173388,0.68081234,0.26962167,0.15260082,0.25463212,0.13926941,0.17444314,0.09137082,0.04648318,0.40422280,0.09776845
4132,0.23159027,0.24144574,0.21027547,0.11868278,0.35595709,0.34064467,0.70375262,0.21270019,0.14224681,0.19289560,0.11846907,0.16673087,0.04446996,0.04219295,0.45286876,0.24556407
4133,0.24275528,0.24492796,0.20048929,0.17125470,0.35434918,0.33013957,0.66305082,0.27282382,0.15971636,0.30075916,0.09925526,0.15138251,0.04175024,0.03255509,0.34144629,0.16643870
4151,0.21365096,0.12669666,0.19006836,0.20787865,0.32996015,0.15315993,0.57978519,0.44484509,0.10023339,0.26604965,0.12070589,0.14205037,0.14970765,0.00976051,0.14636632,0.15250792
4152,0.23265751,0.15192798,0.23024765,0.21289263,0.33556178,0.18730418,0.70964579,0.30260236,0.11655179,0.32142754,0.07951392,0.14269481,0.10435771,0.01249533,0.18250686,0.41858875
4153,0.18516072,0.14231824,0.11217896,0.15890486,0.32724081,0.20850480,0.77100480,0.18642418,0.07613169,0.31780973,0.06412894,0.14302945,0.00000000,0.01283767,0.17994762,0.04094920
4154,0.15706634,0.08798068,0.09488530,0.14021055,0.30518882,0.12812101,0.84253691,0.13464082,0.04784035,0.20316213,0.08904380,0.11545652,0.07725898,0.01399885,0.19225815,0.10278054
4155,0.18718339,0.16756241,0.08363268,0.19668236,0.30085609,0.22070042,0.73270631,0.09006308,0.11442441,0.39336472,0.03051318,0.15995457,0.00000000,0.01028613,0.12129618,0.01348110
4156,0.16682291,0.12269549,0.07712136,0.14735491,0.32011987,0.16910362,0.84714717,0.10286488,0.07628735,0.29470982,0.08624709,0.16136380,0.00000000,0.00707212,0.11814425,0.02944483
4157,0.23246155,0.20587076,0.18229495,0.20120069,0.34047981,0.27100079,0.69937943,0.25210605,0.14074074,0.35786027,0.05249103,0.13943296,0.04454111,0.02777390,0.23603768,0.17829908
4158,0.26468373,0.21174555,0.19297504,0.29560367,0.35841068,0.30942568,0.61001064,0.40135173,0.11406541,0.39395661,0.05069574,0.11285466,0.19725073,0.02591634,0.34007517,0.03520639
4159,0.22486787,0.18624543,0.15878950,0.22809619,0.32634035,0.25163827,0.69371249,0.22836760,0.12085259,0.39039808,0.04603251,0.13164302,0.06579430,0.01936676,0.18927270,0.13578535
4160,0.22127271,0.17650504,0.16308577,0.21407256,0.33142745,0.23227576,0.71847263,0.23392476,0.12073433,0.38724650,0.06347281,0.14103664,0.04089862,0.01623756,0.22057696,0.16990500
4161,0.22987881,0.20271933,0.16869198,0.20935984,0.33874408,0.26535007,0.72883213,0.22608033,0.14008859,0.33395654,0.03417620,0.13471378,0.08476314,0.03109191,0.27575030,0.15224560
4163,0.27645362,0.23347240,0.21377710,0.31145817,0.34710679,0.30905006,0.57136764,0.38967289,0.15789474,0.52983210,0.07159426,0.11833657,0.09308425,0.01775210,0.25481233,0.13863334
4164,0.20240102,0.17124336,0.13699419,0.17704513,0.32432139,0.21917109,0.75572938,0.17401441,0.12331564,0.33245286,0.07935212,0.14837069,0.02163740,0.01716035,0.21128599,0.13763092
4165,0.23504097,0.20561931,0.21181883,0.19681510,0.32591065,0.26953008,0.69733295,0.21310563,0.14170854,0.36484302,0.03998823,0.12367395,0.02878718,0.01977066,0.22211055,0.34486894
4169,0.24341892,0.12359771,0.20191487,0.32822276,0.31994033,0.14730261,0.44280547,0.51769180,0.09989282,0.27781030,0.25138740,0.17196145,0.37863523,0.01158265,0.09139141,0.13108242
4170,0.20143296,0.10729073,0.18501086,0.19067751,0.32275275,0.14164355,0.66005140,0.35217532,0.07293791,0.21707175,0.10978760,0.13714074,0.16428327,0.01659611,0.17614703,0.22962845
4171,0.18271084,0.08930730,0.15183601,0.18266810,0.30703196,0.10877171,0.65533761,0.34235695,0.06984289,0.24399278,0.10122342,0.12166159,0.12134343,0.00896315,0.16897346,0.14725225
4172,0.18779234,0.13316291,0.13223070,0.15576152,0.33001425,0.18545201,0.72459621,0.27954990,0.08087381,0.23763505,0.11631420,0.13045888,0.07388799,0.02363682,0.23118649,0.04028405
4173,0.22933184,0.18255428,0.16687633,0.22316642,0.34473033,0.25726779,0.68615048,0.30998093,0.10784077,0.31849207,0.06678729,0.12552210,0.12784077,0.02262080,0.25582301,0.07763579
4174,0.19605378,0.16761006,0.14252736,0.13198137,0.34209632,0.22704403,0.73954403,0.28565632,0.10817610,0.26396273,0.06149546,0.11614089,0.00000000,0.03509360,0.29793215,0.02231549
4178,0.24415455,0.19826543,0.20944675,0.22835671,0.34054931,0.24288916,0.66754106,0.32955744,0.15364170,0.36422056,0.08618296,0.12220959,0.09249286,0.02921027,0.26887208,0.23613011
4179,0.23059216,0.18121145,0.18468651,0.21917626,0.33729444,0.23490229,0.69009836,0.30007976,0.12752061,0.35594622,0.06300866,0.12409734,0.08240630,0.02306661,0.25047243,0.18069738
4183,0.27849805,0.26831589,0.24953334,0.27136607,0.32477690,0.35252141,0.44314938,0.41324698,0.18411037,0.54273213,0.01744370,0.09018983,0.00000000,0.21270072,0.30683981,0.01966424
4184,0.41791450,0.52458008,0.35675240,0.35331415,0.43701137,0.68643209,0.35281820,0.64092935,0.36272806,0.70662830,0.02336133,0.06786584,0.00000000,0.03497820,0.33716729,0.06466995
4205,0.31860505,0.41861653,0.22466296,0.27113275,0.36000796,0.40046425,0.52454735,0.40999191,0.43676880,0.54226551,0.04868462,0.10502831,0.00000000,0.03777502,0.31668777,0.05042064
4207,0.27457717,0.25894232,0.29953150,0.17715341,0.36268147,0.35787377,0.66364779,0.28587603,0.16001087,0.31975752,0.05750853,0.14332829,0.03454931,0.03712899,0.37775802,0.51724719
4208,0.18333207,0.15182820,0.14395101,0.12428320,0.31326587,0.21650388,0.75687453,0.15291922,0.08715252,0.23264154,0.06703398,0.12676584,0.01592487,0.01936925,0.23654122,0.18701167
4209,0.20743509,0.16583538,0.22755231,0.10109259,0.33526009,0.24066363,0.77744368,0.17275294,0.09100713,0.16197150,0.12239797,0.15018010,0.04021369,0.02771768,0.35978744,0.46907497
4210,0.19286664,0.16770218,0.15129913,0.12972895,0.32273631,0.23804878,0.75178113,0.16769887,0.09735558,0.25945790,0.07060334,0.13341648,0.00000000,0.01702770,0.26550706,0.18242117
4211,0.25495257,0.21028437,0.28140701,0.18595428,0.34216463,0.29312018,0.70325221,0.24259363,0.12744856,0.32658892,0.06654770,0.12969251,0.04531965,0.02033524,0.29055144,0.56957898
4212,0.23564390,0.20284372,0.19327306,0.22874371,0.31771512,0.26431219,0.64565287,0.23572431,0.14137525,0.42348679,0.08829121,0.12517110,0.03400064,0.01027256,0.18432075,0.26278316
4213,0.21987294,0.19378831,0.18040234,0.18143162,0.32386950,0.27084912,0.73904388,0.16017958,0.11672750,0.34096805,0.04570392,0.12540541,0.02189519,0.01853218,0.24617482,0.27204849
4214,0.25260636,0.22245421,0.22702951,0.21008443,0.35085731,0.29772007,0.70122422,0.24287365,0.14718836,0.35755648,0.09339474,0.16161128,0.06261239,0.01869254,0.23690792,0.34883176
4215,0.31285007,0.28006269,0.33725196,0.25512075,0.37896489,0.36122573,0.49188943,0.49709674,0.19889965,0.38137374,0.18243432,0.16564767,0.12886776,0.02073916,0.28350467,0.46994623
4216,0.29803592,0.27146053,0.28576335,0.28345030,0.35146949,0.36581408,0.52369774,0.41204324,0.17710699,0.51311084,0.09363786,0.10432291,0.05378977,0.01451873,0.24004153,0.35067733
4217,0.26264895,0.18419715,0.27628656,0.25742796,0.33268414,0.26671932,0.47205591,0.44685903,0.10167499,0.39547400,0.20526006,0.14510231,0.11938192,0.00902870,0.16677742,0.38253921
4218,0.24564327,0.18533062,0.23940644,0.22722230,0.33061370,0.26370669,0.54921306,0.38446057,0.10695456,0.38792440,0.10857080,0.12507446,0.06652021,0.01097243,0.20241566,0.29848607
4220,0.24960784,0.20781305,0.23428942,0.22547439,0.33085450,0.27846348,0.58571463,0.35166899,0.13716262,0.39665748,0.06433366,0.10757089,0.05429129,0.01445057,0.22190544,0.29257462
4221,0.24723497,0.20748452,0.22313413,0.21907900,0.33924225,0.28781434,0.62108238,0.33108747,0.12715469,0.39466199,0.04227296,0.11698480,0.04349601,0.02257138,0.24880267,0.25106331
4223,0.24791745,0.22775698,0.18536889,0.23827433,0.34026961,0.30909876,0.65873344,0.27815963,0.14641520,0.42314671,0.03101305,0.11508661,0.05340196,0.02409969,0.25574726,0.13011748
4224,0.23833583,0.23019126,0.18616295,0.20318625,0.33380286,0.29417122,0.56753757,0.35871673,0.16621129,0.40637250,0.04869966,0.11478593,0.00000000,0.03007303,0.31195838,0.06169081
4225,0.27197006,0.23595886,0.22670185,0.31245845,0.31276106,0.28117746,0.33481107,0.52992420,0.19074026,0.54291020,0.07518700,0.10513152,0.08200671,0.02309139,0.18186801,0.07261434
4226,0.25454440,0.22429287,0.22204556,0.22253997,0.34929921,0.30008839,0.68212480,0.27462225,0.14849735,0.38920238,0.11144538,0.14036140,0.05587755,0.01143492,0.26275964,0.30203669
4227,0.22629306,0.20052912,0.19773977,0.14443073,0.36247261,0.28057131,0.71725861,0.29038952,0.12048693,0.26442746,0.12798758,0.16167099,0.02443399,0.01685423,0.31706154,0.20314403
4228,0.20114228,0.20738154,0.09914107,0.20000499,0.29804151,0.24032471,0.73354021,0.09204236,0.17443836,0.40000998,0.02318923,0.12625877,0.00000000,0.01460098,0.15065560,0.04959622
4229,0.06455959,0.00000000,0.00847970,0.00496805,0.24479063,0.00000000,0.00000000,0.00000000,0.00000000,0.00993610,0.37239583,0.97916253,0.00000000,0.03034944,0.00000000,0.00356935
4230,0.28343069,0.27598566,0.24150282,0.23324306,0.38299123,0.40860215,0.47659050,0.53289398,0.14336918,0.46648611,0.13361211,0.11387828,0.00000000,0.00886057,0.27427501,0.01565457
4270,0.18043989,0.17174051,0.10097344,0.16002399,0.28902162,0.24170886,0.68344937,0.10240915,0.10177215,0.32004798,0.02227848,0.12851912,0.00000000,0.02279875,0.17712313,0.03697701
4271,0.24381631,0.23420187,0.17233641,0.24969605,0.31903091,0.32401316,0.54204900,0.32363060,0.14439058,0.49939210,0.02920129,0.08643088,0.00000000,0.01467412,0.23090059,0.02702779
4272,0.25173230,0.25357762,0.16341026,0.28169224,0.30824908,0.35429315,0.54607546,0.24881795,0.15286210,0.56338447,0.03180110,0.08380975,0.00000000,0.00735106,0.17540211,0.04317888
4275,0.20356947,0.20417152,0.12439406,0.18092146,0.30479082,0.28079499,0.65051689,0.15995641,0.12754805,0.36184292,0.02509222,0.12789500,0.00000000,0.02468192,0.23875549,0.03214292
4280,0.19510383,0.18545398,0.13916213,0.14036593,0.31543327,0.25437374,0.75293559,0.10782787,0.11653422,0.26187644,0.02391966,0.14659589,0.01885541,0.03650533,0.23922672,0.15794158
4285,0.24501742,0.25961254,0.19873428,0.18872806,0.33299480,0.33993925,0.64665136,0.21924395,0.17928582,0.36175305,0.01503103,0.12614466,0.01570307,0.04610037,0.28831881,0.18965356
4287,0.22204264,0.25303398,0.13970255,0.23460766,0.26082639,0.34587379,0.45532464,0.17052928,0.16019417,0.46921531,0.00000000,0.07157784,0.00000000,0.03471569,0.18573477,0.00769144
4300,0.21919116,0.16628420,0.25375388,0.11769444,0.33903211,0.23933877,0.74887168,0.21875846,0.09322963,0.18779508,0.11855790,0.14915952,0.04759381,0.03541785,0.32401336,0.52150044
4301,0.22773272,0.21567369,0.21739418,0.11730296,0.36056004,0.32075956,0.71299796,0.24132550,0.11058782,0.18581909,0.14652384,0.16715715,0.04878683,0.04295661,0.45058911,0.26453505
4303,0.31037822,0.39657248,0.23741520,0.22786860,0.37965661,0.45862899,0.56938989,0.35501856,0.33451597,0.37516447,0.05203582,0.13558899,0.08057273,0.09907373,0.52082661,0.03693954
4304,0.27731566,0.28657744,0.24307497,0.20212634,0.37748390,0.37443694,0.60867117,0.38164219,0.19871795,0.33080846,0.04213829,0.14518530,0.07344421,0.05402594,0.38446970,0.16219482
4305,0.28201440,0.26028394,0.32353237,0.18357014,0.36067116,0.32867032,0.64760927,0.32220210,0.19189755,0.31461539,0.03297415,0.14420293,0.05252490,0.05730214,0.38327515,0.58595492
4306,0.21907135,0.19098483,0.19499166,0.17850806,0.31180083,0.26020308,0.69558006,0.15837792,0.12176658,0.32149012,0.02058774,0.13304225,0.03552601,0.02604433,0.21315183,0.33534129
4307,0.21768278,0.22909968,0.12683902,0.19424910,0.32054330,0.31157556,0.69610129,0.14513017,0.14662379,0.38849821,0.02240086,0.12936618,0.00000000,0.03611060,0.23902368,0.01453973
4309,0.24657814,0.27802728,0.16957538,0.21789339,0.32081649,0.40136394,0.56811377,0.21743610,0.15469062,0.43578678,0.00487913,0.09635217,0.00000000,0.03136825,0.17819664,0.02813326
4310,0.27630014,0.29822236,0.18614871,0.28810405,0.33272545,0.40711926,0.55330755,0.26390821,0.18932545,0.52093341,0.02167362,0.10656679,0.05527469,0.01970853,0.18245037,0.05385884
4311,0.26710201,0.32442919,0.20211741,0.19529086,0.34657057,0.42440325,0.60095882,0.23501913,0.22445514,0.39058171,0.01712426,0.12590110,0.00000000,0.04977986,0.31870288,0.09926739
4312,0.33969861,0.40185254,0.24154656,0.35888663,0.35650871,0.57241766,0.43576909,0.33704365,0.23128743,0.59878373,0.01235030,0.08080444,0.11898952,0.03172070,0.22092746,0.02500422
4313,0.31053908,0.38888291,0.22295685,0.28332634,0.34699020,0.50914765,0.46410891,0.32810743,0.26861817,0.56665268,0.00315684,0.08659682,0.00000000,0.03283768,0.23529527,0.02173465
4340,0.24685765,0.27384884,0.17684077,0.20380392,0.33293706,0.36773069,0.59572785,0.23864221,0.17996698,0.40760784,0.00437229,0.12964750,0.00000000,0.04995123,0.32288071,0.05103895
4341,0.26190695,0.30538137,0.20040767,0.20107471,0.34076404,0.39941406,0.61797132,0.21871021,0.21134868,0.38036078,0.01231268,0.12696056,0.02178865,0.04683107,0.30491022,0.13667535
4342,0.23874340,0.27549656,0.15976726,0.18848981,0.33121995,0.38827349,0.57818468,0.18704256,0.16271963,0.37697963,0.02731092,0.17137906,0.00000000,0.03925467,0.24636259,0.02449832
4343,0.23598388,0.24305617,0.18169532,0.18771014,0.33147389,0.33662734,0.58770578,0.24347327,0.14948499,0.34743013,0.15429762,0.15808915,0.02799014,0.04029330,0.22904945,0.10638736
4344,0.22555346,0.23660374,0.15764327,0.17898617,0.32898066,0.34963768,0.62335526,0.21680077,0.12356979,0.35797235,0.00699212,0.12612894,0.00000000,0.03959885,0.29601796,0.02453580
4345,0.07224063,0.00000000,0.01941113,0.00000000,0.26955139,0.00000000,0.07888720,0.06490952,0.00000000,0.00000000,0.57571138,0.93440884,0.00000000,0.00969029,0.00000000,0.00304472
4346,0.20718952,0.20360825,0.12819606,0.19375959,0.30319418,0.29381443,0.63230241,0.18290655,0.11340206,0.38751917,0.02310042,0.10375332,0.00000000,0.02791276,0.25044257,0.00815049
4347,0.23843664,0.27841862,0.15320895,0.21819403,0.30392495,0.37059564,0.54268037,0.18932669,0.18624161,0.43638806,0.01691834,0.11309711,0.00000000,0.04177446,0.16507779,0.01113901
4350,0.31925269,0.23956509,0.42868364,0.26253394,0.34622811,0.31117851,0.56842826,0.35921000,0.16795166,0.37614288,0.07125861,0.14609566,0.14892501,0.04434604,0.28429179,1.00000000
4352,0.20731294,0.17489020,0.17165221,0.18427017,0.29843916,0.25385629,0.68369642,0.13644957,0.09592410,0.33502593,0.01397868,0.11975438,0.03351441,0.02970689,0.17592315,0.26659609
4353,0.24781129,0.33418367,0.16617125,0.17087384,0.32001640,0.48469388,0.55739796,0.14483213,0.18367347,0.34174767,0.00000000,0.09314163,0.00000000,0.03243280,0.29746444,0.00272620
4354,0.24965218,0.26928691,0.17820811,0.20896466,0.34214903,0.41597164,0.59346330,0.23794022,0.12260217,0.41792932,0.00611621,0.12122095,0.00000000,0.04771597,0.32822807,0.01120459
4355,0.31809231,0.39329724,0.22873613,0.28922280,0.36111308,0.51437640,0.50242718,0.34741863,0.27221807,0.57844560,0.00205377,0.08023011,0.00000000,0.02808905,0.31432039,0.02506043
4356,0.22847793,0.24471423,0.15158875,0.21094686,0.30666191,0.33476540,0.57538859,0.19732294,0.15466306,0.42189371,0.01734569,0.11917070,0.00000000,0.02577590,0.18997174,0.04849075
4357,0.24808454,0.28630906,0.17109468,0.23372533,0.30120908,0.39368706,0.49104376,0.22098398,0.17893106,0.46745066,0.05751356,0.09912149,0.00000000,0.04554660,0.15665270,0.02416106
4358,0.21431427,0.23288428,0.14006151,0.17302151,0.31128977,0.33988516,0.63049360,0.16080588,0.12588339,0.34604302,0.01538575,0.11397444,0.00000000,0.03837308,0.25108416,0.02118192
4359,0.21179238,0.21198713,0.12791006,0.20719521,0.30007714,0.30571199,0.57245575,0.17470739,0.11826227,0.41439041,0.01917404,0.14743341,0.00000000,0.01960406,0.18468880,0.01161680
4360,0.19973067,0.18559966,0.12373969,0.19657360,0.29300973,0.26478041,0.59733953,0.20139494,0.10641892,0.39314720,0.00929054,0.10852403,0.00000000,0.02326542,0.11079545,0.00551798
4361,0.28022183,0.32967395,0.18824585,0.26582150,0.33714603,0.44223521,0.55592725,0.25037997,0.21711270,0.53164300,0.01382083,0.10004171,0.00000000,0.03554201,0.15658089,0.02482622
4362,0.27545911,0.32341592,0.18875000,0.26526393,0.32440658,0.43602762,0.51848091,0.24472629,0.21080422,0.53052786,0.00446791,0.09839150,0.00000000,0.05120922,0.22645115,0.02303686
4363,0.18681486,0.15984975,0.11363307,0.18578345,0.28799315,0.26961603,0.60475793,0.14572675,0.05008347,0.37156691,0.00000000,0.13187189,0.00000000,0.03360594,0.09125057,0.00558356
4364,0.15430756,0.13018433,0.08829686,0.11428801,0.28446105,0.21889401,0.65581797,0.09811209,0.04147465,0.22857603,0.02534562,0.16502015,0.00000000,0.03417650,0.25188521,0.00200483
4365,0.31838832,0.43996063,0.20951276,0.28040136,0.34367855,0.56102362,0.46690453,0.24726949,0.31889764,0.56080272,0.01082677,0.09951655,0.00000000,0.02502688,0.06455798,0.00473103
4370,0.30271470,0.30171832,0.24599574,0.30130463,0.36184012,0.42137304,0.56441337,0.33140759,0.18206360,0.43666682,0.02365783,0.13016648,0.16594244,0.05771862,0.33230461,0.17348373
4371,0.28303250,0.33810028,0.19171188,0.26765713,0.33466069,0.48975989,0.51165254,0.23756151,0.18644068,0.53531426,0.00000000,0.09966883,0.00000000,0.03292143,0.13896379,0.00660471
4372,0.17345125,0.11645963,0.09253749,0.21723641,0.26757146,0.17701863,0.64285714,0.17190944,0.05590062,0.43447282,0.00000000,0.07850063,0.00000000,0.01974170,0.20369848,0.00148020
4373,0.30517538,0.37923934,0.20831594,0.28714551,0.34600073,0.46487403,0.50145349,0.31357839,0.29360465,0.57429102,0.01243540,0.10409701,0.00000000,0.04517126,0.21185694,0.00964007
4374,0.28676275,0.30000000,0.20366684,0.32243335,0.32095081,0.48169014,0.42517606,0.29386642,0.11830986,0.64486671,0.00000000,0.08307062,0.00000000,0.03581312,0.18476312,0.00329767
4375,0.26285446,0.28791469,0.16860816,0.28932408,0.30557089,0.40521327,0.47008294,0.24216481,0.17061611,0.57864817,0.00000000,0.10482253,0.00000000,0.02510596,0.25904782,0.00194862
4376,0.28565188,0.31935737,0.20624380,0.26911561,0.34789074,0.43181818,0.51371473,0.34037820,0.20689655,0.53823122,0.01724138,0.10565185,0.00000000,0.04981840,0.23988316,0.00296041
4377,0.29874504,0.36710037,0.20594630,0.25885565,0.36307784,0.49442379,0.56912175,0.29284087,0.23977695,0.51771130,0.01022305,0.09592495,0.00000000,0.03150844,0.14223555,0.00501209
4378,0.27759021,0.34075342,0.19040799,0.24639966,0.33279976,0.51125245,0.51479941,0.20415378,0.17025440,0.49279931,0.00000000,0.10099340,0.00000000,0.04146659,0.19253692,0.00475914
4380,0.29724746,0.34048944,0.22772452,0.26515695,0.35561892,0.46016188,0.51813267,0.34734433,0.22081700,0.53031390,0.03593862,0.09683681,0.00000000,0.02934415,0.24471125,0.07404770
4381,0.29034160,0.31776094,0.21136617,0.25479231,0.37744696,0.46380471,0.60984848,0.32974910,0.17171717,0.50958462,0.00925926,0.10638554,0.00000000,0.04637417,0.23924855,0.00553671
4382,0.28177314,0.33776596,0.20304919,0.24723009,0.33904733,0.54206963,0.49214217,0.20178449,0.13346228,0.49446017,0.00000000,0.12019302,0.00000000,0.06352730,0.06343415,0.00481535
4383,0.34345999,0.44163974,0.27372352,0.26504820,0.39342850,0.62156704,0.43891357,0.42305488,0.26171244,0.53009641,0.00000000,0.09017850,0.00000000,0.04450122,0.28256719,0.00577092
4384,0.20236147,0.27539062,0.09317221,0.20865804,0.23222499,0.22265625,0.60644531,0.09979839,0.32812500,0.41731608,0.00000000,0.00000000,0.00000000,0.04966272,0.00000000,0.00057147
4385,0.30750532,0.36620295,0.22903923,0.28933395,0.34544513,0.52864157,0.44113134,0.32754342,0.20376432,0.57866790,0.01950355,0.08446420,0.00000000,0.04855188,0.19680851,0.01142006
4387,0.27931643,0.32353516,0.21325670,0.24393119,0.33654269,0.47128906,0.47504883,0.30438508,0.17578125,0.48786238,0.03007813,0.09544778,0.00000000,0.06538925,0.30745739,0.01196343
4388,0.26280458,0.29266827,0.18677884,0.24305223,0.32871898,0.43389423,0.53906250,0.25077543,0.15144231,0.48610445,0.01762821,0.09114376,0.00000000,0.05857654,0.39417614,0.00386914
4390,0.22053589,0.17474193,0.15605910,0.24993488,0.30140764,0.24654696,0.58122819,0.25351518,0.10293690,0.34578427,0.03225259,0.12434023,0.15408549,0.05976663,0.22092508,0.06440764
4400,0.23314620,0.26598992,0.16194279,0.16707832,0.33757377,0.38070594,0.65007962,0.18645983,0.15127389,0.33415665,0.00291932,0.13304969,0.00000000,0.06298344,0.20308579,0.01762193
4401,0.24653682,0.27856706,0.18711652,0.18457964,0.33588408,0.37458472,0.58666288,0.24011642,0.18254940,0.36915928,0.05738183,0.14217230,0.00000000,0.08021527,0.33833394,0.05354968
4402,0.32223314,0.43350168,0.20561501,0.32544900,0.32436685,0.54377104,0.42108586,0.26523297,0.32323232,0.65089801,0.00000000,0.06737751,0.00000000,0.01070173,0.25765228,0.00275430
4403,0.21235599,0.20915536,0.14077407,0.21798156,0.28151296,0.32213317,0.53706843,0.18113838,0.09617756,0.43596311,0.00000000,0.08571185,0.00000000,0.05225506,0.09435601,0.00756965
4404,0.17405118,0.15955473,0.09895671,0.14865434,0.28903893,0.24675325,0.65607607,0.11849901,0.07235622,0.29730868,0.05782313,0.13482739,0.00000000,0.02555311,0.06084500,0.00502145
4405,0.23497792,0.21416120,0.19468239,0.19999774,0.33107033,0.30136348,0.60943649,0.27162248,0.12695892,0.31951361,0.03974226,0.14185889,0.08048188,0.07007066,0.29206860,0.13567293
4406,0.21571688,0.22460804,0.14536473,0.19549796,0.29739680,0.37559646,0.54089980,0.16109242,0.07361963,0.39099593,0.03499205,0.11199852,0.00000000,0.03105472,0.17884365,0.01371531
4407,0.22038377,0.22148289,0.14420997,0.22002977,0.29581244,0.28897338,0.56570817,0.20642708,0.15399240,0.44005955,0.00000000,0.12214112,0.00000000,0.07653976,0.12469755,0.00489966
4408,0.24000452,0.25732964,0.16412503,0.21868862,0.31987479,0.33874802,0.57408875,0.26317673,0.17591125,0.43737724,0.02033809,0.10348565,0.00000000,0.04869203,0.20789512,0.00588334
4410,0.28151642,0.31762478,0.19641442,0.29075040,0.32127608,0.35984848,0.46891711,0.36622391,0.27540107,0.58150079,0.00000000,0.09011481,0.00000000,0.04910206,0.16563361,0.01048322
4411,0.16886683,0.13066202,0.10222676,0.15731577,0.28526278,0.19860627,0.67617596,0.19287400,0.06271777,0.31463154,0.00000000,0.07339490,0.00000000,0.01476615,0.11426988,0.00266062
4412,0.16523534,0.13606771,0.10728699,0.15566552,0.26192114,0.27213542,0.49414062,0.15524194,0.00000000,0.31133105,0.00000000,0.12616660,0.00000000,0.00000000,0.17080966,0.00177062
4413,0.21320348,0.20296922,0.16490807,0.17976649,0.30517013,0.27881979,0.56432266,0.25100505,0.12711864,0.30670147,0.03769940,0.12653303,0.05283151,0.05466365,0.24795500,0.07514380
4415,0.23009808,0.24081992,0.18561419,0.18520725,0.30875096,0.34884306,0.47289990,0.30200558,0.13279678,0.37041451,0.03227700,0.11125530,0.00000000,0.07301186,0.26394732,0.01859624
4416,0.14978909,0.13453815,0.07983492,0.15195445,0.23282886,0.19076305,0.51091867,0.11542946,0.07831325,0.30390890,0.08835341,0.11420424,0.00000000,0.00850981,0.00000000,0.00463735
4417,0.25152488,0.26831091,0.18557860,0.22812923,0.32408078,0.39760837,0.56081839,0.24186316,0.13901345,0.45625846,0.00822123,0.09603322,0.00000000,0.09660352,0.16340535,0.00623934
4418,0.20326760,0.19610092,0.17642835,0.11668078,0.32386036,0.39220183,0.47477064,0.31251850,0.00000000,0.23336155,0.00000000,0.11595048,0.00000000,0.00000000,0.00000000,0.00099305
4419,0.14115313,0.10063559,0.08082011,0.17177660,0.21138022,0.14088983,0.43855932,0.15561782,0.06038136,0.34355319,0.03689972,0.11045388,0.00000000,0.01795714,0.10422284,0.00881565
4420,0.20866340,0.22262309,0.12524504,0.21053055,0.27625491,0.28225806,0.54546902,0.18073279,0.16298812,0.42106110,0.00466893,0.09655978,0.00000000,0.02698144,0.14847970,0.01100785
4421,0.28956651,0.37082159,0.22591177,0.23894653,0.32258616,0.47825211,0.37862465,0.31639666,0.26339106,0.47789306,0.01329037,0.11707122,0.00000000,0.08576470,0.32139457,0.02323359
4422,0.20226812,0.21135892,0.12388349,0.19921669,0.27461337,0.28578838,0.57261411,0.17668317,0.13692946,0.39843338,0.01141079,0.06336782,0.00000000,0.02857495,0.09072048,0.00448746
